"gene.no"	"genes"	"p.value"
"4036"	4036	"ENSRNOG00000006747"	0.376148723709169
"4037"	4037	"ENSRNOG00000006749"	0.462702558460747
"4038"	4038	"ENSRNOG00000006751"	0.0111551602134393
"4039"	4039	"ENSRNOG00000006753"	0.765220098573133
"4040"	4040	"ENSRNOG00000006754"	0.658273103177015
"4041"	4041	"ENSRNOG00000006755"	0.354157486112713
"4042"	4042	"ENSRNOG00000006756"	0.987709034631811
"4043"	4043	"ENSRNOG00000006759"	0.3124184323996
"4044"	4044	"ENSRNOG00000006761"	0.413520837481612
"4045"	4045	"ENSRNOG00000006762"	0.952933089563153
"4046"	4046	"ENSRNOG00000006763"	0.308540797743698
"4047"	4047	"ENSRNOG00000006765"	0.182286072701737
"4048"	4048	"ENSRNOG00000006766"	0.262678562795639
"4049"	4049	"ENSRNOG00000006767"	0.586280631055127
"4050"	4050	"ENSRNOG00000006768"	0.441099079741173
"4051"	4051	"ENSRNOG00000006770"	0.143404721435082
"4052"	4052	"ENSRNOG00000006771"	NA
"4053"	4053	"ENSRNOG00000006773"	0.485525327478838
"4054"	4054	"ENSRNOG00000006774"	6.97022065820158e-05
"4055"	4055	"ENSRNOG00000006776"	0.853391246233129
"4056"	4056	"ENSRNOG00000006777"	0.770966309976921
"4057"	4057	"ENSRNOG00000006778"	0.246350578396339
"4058"	4058	"ENSRNOG00000006779"	0.525937598951682
"4059"	4059	"ENSRNOG00000006781"	0.417620803765214
"4060"	4060	"ENSRNOG00000006782"	0.3310094557376
"4061"	4061	"ENSRNOG00000006783"	0.631467175269617
"4062"	4062	"ENSRNOG00000006784"	0.208620828597863
"4063"	4063	"ENSRNOG00000006785"	0.912065529788298
"4064"	4064	"ENSRNOG00000006786"	0.206298136223706
"4065"	4065	"ENSRNOG00000006787"	0.0876116791169453
"4066"	4066	"ENSRNOG00000006789"	0.586365537579876
"4067"	4067	"ENSRNOG00000006791"	0.520216733276508
"4068"	4068	"ENSRNOG00000006792"	0.00586883032582409
"4069"	4069	"ENSRNOG00000006795"	0.86340226581202
"4070"	4070	"ENSRNOG00000006796"	0.0867152322866959
"4071"	4071	"ENSRNOG00000006797"	0.726409891163686
"4072"	4072	"ENSRNOG00000006800"	0.680464998878375
"4073"	4073	"ENSRNOG00000006802"	0.492225093765275
"4074"	4074	"ENSRNOG00000006803"	0.251744928825329
"4075"	4075	"ENSRNOG00000006804"	0.869582400486831
"4076"	4076	"ENSRNOG00000006806"	0.810595082399511
"4077"	4077	"ENSRNOG00000006807"	0.198653514534278
"4078"	4078	"ENSRNOG00000006810"	0.601228204344391
"4079"	4079	"ENSRNOG00000006813"	0.20934307617411
"4080"	4080	"ENSRNOG00000006814"	0.0214511067662159
"4081"	4081	"ENSRNOG00000006816"	0.508211425427174
"4082"	4082	"ENSRNOG00000006818"	0.354294900128194
"4083"	4083	"ENSRNOG00000006819"	NA
"4084"	4084	"ENSRNOG00000006822"	0.0205004361310617
"4085"	4085	"ENSRNOG00000006824"	0.697968568428291
"4086"	4086	"ENSRNOG00000006827"	0.963386939528708
"4087"	4087	"ENSRNOG00000006828"	0.597670756183663
"4088"	4088	"ENSRNOG00000006829"	0.441099079741173
"4089"	4089	"ENSRNOG00000006830"	0.574037050932639
"4090"	4090	"ENSRNOG00000006831"	0.111074247470949
"4091"	4091	"ENSRNOG00000006832"	0.354116778999254
"4092"	4092	"ENSRNOG00000006833"	0.0546223893736309
"4093"	4093	"ENSRNOG00000006839"	0.0288161832036386
"4094"	4094	"ENSRNOG00000006841"	0.638262931685385
"4095"	4095	"ENSRNOG00000006844"	0.271603790998816
"4096"	4096	"ENSRNOG00000006845"	0.441099079741173
"4097"	4097	"ENSRNOG00000006846"	0.531148356623164
"4098"	4098	"ENSRNOG00000006847"	0.588877831441115
"4099"	4099	"ENSRNOG00000006850"	0.507455831550474
"4100"	4100	"ENSRNOG00000006851"	0.565386183367608
"4101"	4101	"ENSRNOG00000006853"	0.732947450088949
"4102"	4102	"ENSRNOG00000006854"	0.737524110796355
"4103"	4103	"ENSRNOG00000006855"	0.854118587433873
"4104"	4104	"ENSRNOG00000006857"	0.454465996550787
"4105"	4105	"ENSRNOG00000006858"	0.083005993808851
"4106"	4106	"ENSRNOG00000006859"	0.475727861131794
"4107"	4107	"ENSRNOG00000006860"	0.349583708834275
"4108"	4108	"ENSRNOG00000006864"	0.210979280371436
"4109"	4109	"ENSRNOG00000006865"	0.269927938701573
"4110"	4110	"ENSRNOG00000006867"	0.255865063114096
"4111"	4111	"ENSRNOG00000006868"	0.366730262075549
"4112"	4112	"ENSRNOG00000006870"	0.247991722451836
"4113"	4113	"ENSRNOG00000006871"	0.51490516994889
"4114"	4114	"ENSRNOG00000006873"	0.299312323552537
"4115"	4115	"ENSRNOG00000006874"	0.157471289540898
"4116"	4116	"ENSRNOG00000006876"	0.182812178421762
"4117"	4117	"ENSRNOG00000006877"	0.46089325156766
"4118"	4118	"ENSRNOG00000006878"	0.300862089666403
"4119"	4119	"ENSRNOG00000006879"	0.016239653713389
"4120"	4120	"ENSRNOG00000006884"	0.935945448893827
"4121"	4121	"ENSRNOG00000006885"	0.926052136720848
"4122"	4122	"ENSRNOG00000006888"	0.371757284284861
"4123"	4123	"ENSRNOG00000006889"	0.72694181870099
"4124"	4124	"ENSRNOG00000006890"	NA
"4125"	4125	"ENSRNOG00000006891"	0.347113407133248
"4126"	4126	"ENSRNOG00000006893"	0.646027796165844
"4127"	4127	"ENSRNOG00000006894"	0.97877384077413
"4128"	4128	"ENSRNOG00000006895"	0.00305561888516257
"4129"	4129	"ENSRNOG00000006896"	0.577613128863206
"4130"	4130	"ENSRNOG00000006898"	0.927018496941658
"4131"	4131	"ENSRNOG00000006899"	0.806735270882525
"4132"	4132	"ENSRNOG00000006900"	NA
"4133"	4133	"ENSRNOG00000006901"	0.625295696125025
"4134"	4134	"ENSRNOG00000006904"	0.315623139594541
"4135"	4135	"ENSRNOG00000006905"	0.162869184258892
"4136"	4136	"ENSRNOG00000006906"	NA
"4137"	4137	"ENSRNOG00000006907"	NA
"4138"	4138	"ENSRNOG00000006908"	0.545345062706332
"4139"	4139	"ENSRNOG00000006911"	0.94242373476326
"4140"	4140	"ENSRNOG00000006913"	0.519948877364953
"4141"	4141	"ENSRNOG00000006916"	0.141502578528171
"4142"	4142	"ENSRNOG00000006919"	0.511113744169616
"4143"	4143	"ENSRNOG00000006920"	0.472886906131908
"4144"	4144	"ENSRNOG00000006921"	0.954000285421726
"4145"	4145	"ENSRNOG00000006924"	0.62754420790252
"4146"	4146	"ENSRNOG00000006925"	0.702197656835953
"4147"	4147	"ENSRNOG00000006926"	0.0868663974325031
"4148"	4148	"ENSRNOG00000006929"	0.107682007857966
"4149"	4149	"ENSRNOG00000006930"	0.285232209107838
"4150"	4150	"ENSRNOG00000006931"	0.808560622152345
"4151"	4151	"ENSRNOG00000006932"	0.0301255759886254
"4152"	4152	"ENSRNOG00000006934"	0.989729193756932
"4153"	4153	"ENSRNOG00000006937"	0.49077169123896
"4154"	4154	"ENSRNOG00000006938"	0.623089699636963
"4155"	4155	"ENSRNOG00000006939"	0.252456501990373
"4156"	4156	"ENSRNOG00000006940"	0.145125225405646
"4157"	4157	"ENSRNOG00000006941"	0.0193654461969389
"4158"	4158	"ENSRNOG00000006943"	0.0450897324814221
"4159"	4159	"ENSRNOG00000006945"	0.441099079741173
"4160"	4160	"ENSRNOG00000006946"	0.0252262520498822
"4161"	4161	"ENSRNOG00000006947"	0.0712601277705623
"4162"	4162	"ENSRNOG00000006949"	0.871322736946658
"4163"	4163	"ENSRNOG00000006950"	0.276973059251533
"4164"	4164	"ENSRNOG00000006952"	0.345252309592647
"4165"	4165	"ENSRNOG00000006956"	0.964653318068314
"4166"	4166	"ENSRNOG00000006957"	0.541371530409371
"4167"	4167	"ENSRNOG00000006958"	0.669232831905677
"4168"	4168	"ENSRNOG00000006961"	0.929136500604972
"4169"	4169	"ENSRNOG00000006962"	0.242022606660392
"4170"	4170	"ENSRNOG00000006963"	0.265209393737309
"4171"	4171	"ENSRNOG00000006965"	0.0239782573704256
"4172"	4172	"ENSRNOG00000006966"	0.423629981216606
"4173"	4173	"ENSRNOG00000006967"	0.148055556564427
"4174"	4174	"ENSRNOG00000006968"	0.442519428491043
"4175"	4175	"ENSRNOG00000006970"	0.0376404907320529
"4176"	4176	"ENSRNOG00000006971"	0.58903729661723
"4177"	4177	"ENSRNOG00000006972"	0.613374145425076
"4178"	4178	"ENSRNOG00000006973"	0.211138198881654
"4179"	4179	"ENSRNOG00000006975"	0.631070884174582
"4180"	4180	"ENSRNOG00000006976"	0.280617974345116
"4181"	4181	"ENSRNOG00000006977"	NA
"4182"	4182	"ENSRNOG00000006978"	0.551742650753595
"4183"	4183	"ENSRNOG00000006979"	0.471532939533426
"4184"	4184	"ENSRNOG00000006980"	0.118565787137308
"4185"	4185	"ENSRNOG00000006981"	0.109168758432093
"4186"	4186	"ENSRNOG00000006982"	0.541310158471848
"4187"	4187	"ENSRNOG00000006983"	0.264868133116451
"4188"	4188	"ENSRNOG00000006984"	0.217440144007983
"4189"	4189	"ENSRNOG00000006985"	0.657547260389087
"4190"	4190	"ENSRNOG00000006986"	0.68300485653491
"4191"	4191	"ENSRNOG00000006987"	0.60884079859777
"4192"	4192	"ENSRNOG00000006989"	0.615509361458717
"4193"	4193	"ENSRNOG00000006990"	0.383291310565302
"4194"	4194	"ENSRNOG00000006991"	0.207196450892118
"4195"	4195	"ENSRNOG00000006992"	0.800761550844597
"4196"	4196	"ENSRNOG00000006994"	0.0279585822974924
"4197"	4197	"ENSRNOG00000006995"	0.885642305097685
"4198"	4198	"ENSRNOG00000006996"	0.265678082031402
"4199"	4199	"ENSRNOG00000006997"	0.51812124171491
"4200"	4200	"ENSRNOG00000006998"	0.32243238892124
"4201"	4201	"ENSRNOG00000006999"	0.987825551742347
"4202"	4202	"ENSRNOG00000007000"	0.448002358374488
"4203"	4203	"ENSRNOG00000007001"	0.598196802808901
"4204"	4204	"ENSRNOG00000007002"	0.297045689690345
"4205"	4205	"ENSRNOG00000007003"	0.890428963895462
"4206"	4206	"ENSRNOG00000007006"	0.492432285056347
"4207"	4207	"ENSRNOG00000007012"	0.439311816733494
"4208"	4208	"ENSRNOG00000007014"	0.33727827590314
"4209"	4209	"ENSRNOG00000007015"	NA
"4210"	4210	"ENSRNOG00000007017"	0.472985925887069
"4211"	4211	"ENSRNOG00000007018"	0.608475064106642
"4212"	4212	"ENSRNOG00000007019"	0.597378500006654
"4213"	4213	"ENSRNOG00000007021"	0.72278513222055
"4214"	4214	"ENSRNOG00000007023"	0.302435302956778
"4215"	4215	"ENSRNOG00000007024"	0.426815127245037
"4216"	4216	"ENSRNOG00000007025"	0.599978219555437
"4217"	4217	"ENSRNOG00000007026"	0.410478315370818
"4218"	4218	"ENSRNOG00000007027"	0.192256437157152
"4219"	4219	"ENSRNOG00000007029"	0.89125837645108
"4220"	4220	"ENSRNOG00000007030"	0.961668054154141
"4221"	4221	"ENSRNOG00000007031"	0.972024379228531
"4222"	4222	"ENSRNOG00000007032"	0.947804553422467
"4223"	4223	"ENSRNOG00000007033"	0.40467516209523
"4224"	4224	"ENSRNOG00000007034"	0.497622517458079
"4225"	4225	"ENSRNOG00000007036"	0.0390486576556989
"4226"	4226	"ENSRNOG00000007037"	0.923809064742755
"4227"	4227	"ENSRNOG00000007038"	0.747348188071158
"4228"	4228	"ENSRNOG00000007040"	0.496515343788494
"4229"	4229	"ENSRNOG00000007041"	0.593606047884212
"4230"	4230	"ENSRNOG00000007042"	0.0442376287634966
"4231"	4231	"ENSRNOG00000007043"	0.0197769319684594
"4232"	4232	"ENSRNOG00000007044"	0.670657783393761
"4233"	4233	"ENSRNOG00000007045"	0.352633423245759
"4234"	4234	"ENSRNOG00000007046"	0.935501715675082
"4235"	4235	"ENSRNOG00000007047"	0.311476443758797
"4236"	4236	"ENSRNOG00000007048"	0.00598974814994878
"4237"	4237	"ENSRNOG00000007049"	0.958459351297402
"4238"	4238	"ENSRNOG00000007051"	0.0385398232842782
"4239"	4239	"ENSRNOG00000007053"	0.0361215735672527
"4240"	4240	"ENSRNOG00000007054"	0.492491144850151
"4241"	4241	"ENSRNOG00000007057"	0.120132702688611
"4242"	4242	"ENSRNOG00000007059"	0.874197564463038
"4243"	4243	"ENSRNOG00000007060"	0.218176893759215
"4244"	4244	"ENSRNOG00000007061"	0.469850423757863
"4245"	4245	"ENSRNOG00000007062"	0.024403168979038
"4246"	4246	"ENSRNOG00000007064"	0.328980390781719
"4247"	4247	"ENSRNOG00000007065"	0.419817448386841
"4248"	4248	"ENSRNOG00000007066"	0.193060288040552
"4249"	4249	"ENSRNOG00000007067"	0.729495184474858
"4250"	4250	"ENSRNOG00000007069"	0.0425881325895045
"4251"	4251	"ENSRNOG00000007076"	0.107710364403569
"4252"	4252	"ENSRNOG00000007077"	0.184276147565202
"4253"	4253	"ENSRNOG00000007078"	0.279878091267995
"4254"	4254	"ENSRNOG00000007079"	0.961359260306818
"4255"	4255	"ENSRNOG00000007080"	0.325460625443098
"4256"	4256	"ENSRNOG00000007081"	0.805958319338657
"4257"	4257	"ENSRNOG00000007083"	0.719088442540203
"4258"	4258	"ENSRNOG00000007084"	0.756970594741064
"4259"	4259	"ENSRNOG00000007087"	0.893918938996791
"4260"	4260	"ENSRNOG00000007088"	0.570340613544873
"4261"	4261	"ENSRNOG00000007089"	0.0169709687809913
"4262"	4262	"ENSRNOG00000007090"	0.697906067212691
"4263"	4263	"ENSRNOG00000007091"	0.067297407687548
"4264"	4264	"ENSRNOG00000007092"	0.4194380528771
"4265"	4265	"ENSRNOG00000007097"	0.939214420130452
"4266"	4266	"ENSRNOG00000007098"	0.405034757436082
"4267"	4267	"ENSRNOG00000007099"	0.708141012734784
"4268"	4268	"ENSRNOG00000007100"	0.611391704295551
"4269"	4269	"ENSRNOG00000007102"	0.363926133056258
"4270"	4270	"ENSRNOG00000007104"	0.720347841957691
"4271"	4271	"ENSRNOG00000007106"	0.310361560101803
"4272"	4272	"ENSRNOG00000007108"	0.269710404570052
"4273"	4273	"ENSRNOG00000007110"	0.783768228958758
"4274"	4274	"ENSRNOG00000007111"	0.0551018187355541
"4275"	4275	"ENSRNOG00000007112"	0.143847762039275
"4276"	4276	"ENSRNOG00000007113"	0.254680954419635
"4277"	4277	"ENSRNOG00000007114"	0.13576744371671
"4278"	4278	"ENSRNOG00000007115"	0.785291102572658
"4279"	4279	"ENSRNOG00000007117"	0.171102101405247
"4280"	4280	"ENSRNOG00000007118"	0.50592349979989
"4281"	4281	"ENSRNOG00000007120"	0.507390025053721
"4282"	4282	"ENSRNOG00000007121"	0.521762539186405
"4283"	4283	"ENSRNOG00000007124"	0.144044666367059
"4284"	4284	"ENSRNOG00000007125"	0.345087989372369
"4285"	4285	"ENSRNOG00000007126"	0.480463718202531
"4286"	4286	"ENSRNOG00000007127"	0.437734192184999
"4287"	4287	"ENSRNOG00000007128"	0.200856658813273
"4288"	4288	"ENSRNOG00000007129"	0.84171724753962
"4289"	4289	"ENSRNOG00000007130"	0.420403699362523
"4290"	4290	"ENSRNOG00000007131"	0.067593995909484
"4291"	4291	"ENSRNOG00000007133"	0.174836836951291
"4292"	4292	"ENSRNOG00000007134"	0.26886521698039
"4293"	4293	"ENSRNOG00000007136"	0.820931385085127
"4294"	4294	"ENSRNOG00000007137"	NA
"4295"	4295	"ENSRNOG00000007139"	0.115002458882845
"4296"	4296	"ENSRNOG00000007141"	0.0151910423872121
"4297"	4297	"ENSRNOG00000007142"	0.0865355150540335
"4298"	4298	"ENSRNOG00000007147"	0.189096482320554
"4299"	4299	"ENSRNOG00000007148"	0.505667963044194
"4300"	4300	"ENSRNOG00000007151"	0.878701501918209
"4301"	4301	"ENSRNOG00000007152"	0.645343947870609
"4302"	4302	"ENSRNOG00000007158"	0.165464513061442
"4303"	4303	"ENSRNOG00000007159"	0.215541371163204
"4304"	4304	"ENSRNOG00000007160"	0.169829507061536
"4305"	4305	"ENSRNOG00000007161"	0.561447662146881
"4306"	4306	"ENSRNOG00000007164"	0.0676659048771797
"4307"	4307	"ENSRNOG00000007166"	0.58171482188002
"4308"	4308	"ENSRNOG00000007167"	0.977020622267351
"4309"	4309	"ENSRNOG00000007171"	NA
"4310"	4310	"ENSRNOG00000007172"	0.0108855814423726
"4311"	4311	"ENSRNOG00000007174"	0.223481071817533
"4312"	4312	"ENSRNOG00000007175"	0.412223691711801
"4313"	4313	"ENSRNOG00000007176"	NA
"4314"	4314	"ENSRNOG00000007177"	0.251647114577168
"4315"	4315	"ENSRNOG00000007178"	0.379455390600158
"4316"	4316	"ENSRNOG00000007183"	0.246654152624346
"4317"	4317	"ENSRNOG00000007184"	0.868996779740049
"4318"	4318	"ENSRNOG00000007185"	0.505628993343522
"4319"	4319	"ENSRNOG00000007189"	0.0179305030985911
"4320"	4320	"ENSRNOG00000007190"	NA
"4321"	4321	"ENSRNOG00000007194"	0.408669352202967
"4322"	4322	"ENSRNOG00000007197"	0.143305324551072
"4323"	4323	"ENSRNOG00000007199"	0.864527109309203
"4324"	4324	"ENSRNOG00000007200"	0.59239810756371
"4325"	4325	"ENSRNOG00000007202"	0.369763667021848
"4326"	4326	"ENSRNOG00000007203"	0.087744730189344
"4327"	4327	"ENSRNOG00000007206"	0.312083379979262
"4328"	4328	"ENSRNOG00000007212"	0.205658867368772
"4329"	4329	"ENSRNOG00000007213"	0.223638876045182
"4330"	4330	"ENSRNOG00000007214"	0.818044177010135
"4331"	4331	"ENSRNOG00000007218"	0.472475109887234
"4332"	4332	"ENSRNOG00000007219"	0.202568887828232
"4333"	4333	"ENSRNOG00000007221"	0.59743607693911
"4334"	4334	"ENSRNOG00000007224"	0.0398590397752403
"4335"	4335	"ENSRNOG00000007227"	0.260742077875617
"4336"	4336	"ENSRNOG00000007229"	0.158109880895595
"4337"	4337	"ENSRNOG00000007230"	0.22054145635453
"4338"	4338	"ENSRNOG00000007231"	NA
"4339"	4339	"ENSRNOG00000007232"	0.441099079741173
"4340"	4340	"ENSRNOG00000007233"	0.842820243941764
"4341"	4341	"ENSRNOG00000007234"	0.726111135145054
"4342"	4342	"ENSRNOG00000007235"	0.479869751410304
"4343"	4343	"ENSRNOG00000007237"	0.575198244507019
"4344"	4344	"ENSRNOG00000007238"	0.537842068701804
"4345"	4345	"ENSRNOG00000007240"	0.428507728762016
"4346"	4346	"ENSRNOG00000007241"	0.51612692829607
"4347"	4347	"ENSRNOG00000007242"	0.816878687054986
"4348"	4348	"ENSRNOG00000007243"	0.643321525184596
"4349"	4349	"ENSRNOG00000007244"	0.70822902162682
"4350"	4350	"ENSRNOG00000007246"	0.999713217891873
"4351"	4351	"ENSRNOG00000007247"	0.862686059622048
"4352"	4352	"ENSRNOG00000007249"	0.228994586244481
"4353"	4353	"ENSRNOG00000007250"	0.271012962426008
"4354"	4354	"ENSRNOG00000007252"	0.0997446499364287
"4355"	4355	"ENSRNOG00000007253"	0.0731149745934747
"4356"	4356	"ENSRNOG00000007254"	0.265322611144384
"4357"	4357	"ENSRNOG00000007255"	0.680127071274889
"4358"	4358	"ENSRNOG00000007256"	0.830829245047496
"4359"	4359	"ENSRNOG00000007258"	0.205499502972565
"4360"	4360	"ENSRNOG00000007261"	0.205226994708966
"4361"	4361	"ENSRNOG00000007262"	0.667625566502332
"4362"	4362	"ENSRNOG00000007263"	0.41502482369741
"4363"	4363	"ENSRNOG00000007266"	0.520393396456458
"4364"	4364	"ENSRNOG00000007267"	0.0951290068925049
"4365"	4365	"ENSRNOG00000007268"	0.90585552730014
"4366"	4366	"ENSRNOG00000007270"	0.474974942566883
"4367"	4367	"ENSRNOG00000007271"	0.130259363474019
"4368"	4368	"ENSRNOG00000007272"	0.166682055828707
"4369"	4369	"ENSRNOG00000007273"	0.844491534105525
"4370"	4370	"ENSRNOG00000007280"	0.228423593872218
"4371"	4371	"ENSRNOG00000007281"	0.0833118314900876
"4372"	4372	"ENSRNOG00000007283"	0.424827161258506
"4373"	4373	"ENSRNOG00000007284"	0.153803708281448
"4374"	4374	"ENSRNOG00000007285"	0.198664682372808
"4375"	4375	"ENSRNOG00000007286"	0.687242048077346
"4376"	4376	"ENSRNOG00000007288"	0.3818838579907
"4377"	4377	"ENSRNOG00000007290"	0.069404278346442
"4378"	4378	"ENSRNOG00000007291"	0.208133185316712
"4379"	4379	"ENSRNOG00000007292"	0.858261215630549
"4380"	4380	"ENSRNOG00000007294"	0.274122112746798
"4381"	4381	"ENSRNOG00000007299"	0.229754391120521
"4382"	4382	"ENSRNOG00000007300"	0.104624767538098
"4383"	4383	"ENSRNOG00000007301"	0.79602540625936
"4384"	4384	"ENSRNOG00000007302"	0.350973454068492
"4385"	4385	"ENSRNOG00000007304"	0.980384245241961
"4386"	4386	"ENSRNOG00000007307"	0.1143050338344
"4387"	4387	"ENSRNOG00000007310"	0.401815588331572
"4388"	4388	"ENSRNOG00000007312"	0.171518553180316
"4389"	4389	"ENSRNOG00000007314"	0.422025299700867
"4390"	4390	"ENSRNOG00000007315"	0.0757055941615418
"4391"	4391	"ENSRNOG00000007316"	0.938565955346437
"4392"	4392	"ENSRNOG00000007318"	0.641272902862272
"4393"	4393	"ENSRNOG00000007319"	0.160207020588029
"4394"	4394	"ENSRNOG00000007320"	0.98332366485367
"4395"	4395	"ENSRNOG00000007321"	0.79647689763841
"4396"	4396	"ENSRNOG00000007323"	0.508633041941416
"4397"	4397	"ENSRNOG00000007324"	0.44093980637126
"4398"	4398	"ENSRNOG00000007325"	0.459688304294508
"4399"	4399	"ENSRNOG00000007326"	0.837839804897065
"4400"	4400	"ENSRNOG00000007327"	0.837903722429641
"4401"	4401	"ENSRNOG00000007328"	0.332113888646099
"4402"	4402	"ENSRNOG00000007329"	0.371768068657226
"4403"	4403	"ENSRNOG00000007330"	0.768570694762629
"4404"	4404	"ENSRNOG00000007331"	0.867782360199267
"4405"	4405	"ENSRNOG00000007332"	0.941103678527816
"4406"	4406	"ENSRNOG00000007333"	0.793045485297064
"4407"	4407	"ENSRNOG00000007334"	0.327237719481445
"4408"	4408	"ENSRNOG00000007335"	0.441099079741173
"4409"	4409	"ENSRNOG00000007336"	0.0957855210820668
"4410"	4410	"ENSRNOG00000007338"	0.0614671761773539
"4411"	4411	"ENSRNOG00000007340"	0.579975906468932
"4412"	4412	"ENSRNOG00000007341"	0.334917219029651
"4413"	4413	"ENSRNOG00000007344"	0.637888213314404
"4414"	4414	"ENSRNOG00000007345"	0.960648072533691
"4415"	4415	"ENSRNOG00000007346"	0.516976113473891
"4416"	4416	"ENSRNOG00000007348"	0.516559144114932
"4417"	4417	"ENSRNOG00000007349"	0.706830504047159
"4418"	4418	"ENSRNOG00000007350"	0.0248277204867085
"4419"	4419	"ENSRNOG00000007351"	0.117097141703128
"4420"	4420	"ENSRNOG00000007352"	0.404156903735905
"4421"	4421	"ENSRNOG00000007354"	0.541998531231957
"4422"	4422	"ENSRNOG00000007356"	0.927015919432185
"4423"	4423	"ENSRNOG00000007358"	0.591462703651233
"4424"	4424	"ENSRNOG00000007359"	0.869117413830598
"4425"	4425	"ENSRNOG00000007360"	0.932435971541478
"4426"	4426	"ENSRNOG00000007364"	0.519147894621651
"4427"	4427	"ENSRNOG00000007365"	0.549311808972662
"4428"	4428	"ENSRNOG00000007367"	0.40517649229257
"4429"	4429	"ENSRNOG00000007369"	0.748322257375758
"4430"	4430	"ENSRNOG00000007370"	0.77302939872204
"4431"	4431	"ENSRNOG00000007371"	0.416435369270622
"4432"	4432	"ENSRNOG00000007372"	0.310044619749798
"4433"	4433	"ENSRNOG00000007374"	0.960252245831734
"4434"	4434	"ENSRNOG00000007375"	0.27168161007701
"4435"	4435	"ENSRNOG00000007377"	0.784593182334416
"4436"	4436	"ENSRNOG00000007378"	0.476407891305394
"4437"	4437	"ENSRNOG00000007379"	0.0710328664577116
"4438"	4438	"ENSRNOG00000007387"	0.898207853045799
"4439"	4439	"ENSRNOG00000007388"	0.70456166739177
"4440"	4440	"ENSRNOG00000007390"	0.717332573524221
"4441"	4441	"ENSRNOG00000007391"	0.182886239446327
"4442"	4442	"ENSRNOG00000007392"	0.154891666818431
"4443"	4443	"ENSRNOG00000007393"	0.627811721871966
"4444"	4444	"ENSRNOG00000007394"	NA
"4445"	4445	"ENSRNOG00000007395"	0.680045214318315
"4446"	4446	"ENSRNOG00000007398"	0.546049582262812
"4447"	4447	"ENSRNOG00000007399"	0.148741309392485
"4448"	4448	"ENSRNOG00000007400"	0.12552847049829
"4449"	4449	"ENSRNOG00000007402"	NA
"4450"	4450	"ENSRNOG00000007404"	0.89409791723442
"4451"	4451	"ENSRNOG00000007405"	0.170408139701371
"4452"	4452	"ENSRNOG00000007406"	NA
"4453"	4453	"ENSRNOG00000007407"	0.310246934388269
"4454"	4454	"ENSRNOG00000007408"	0.270910930080939
"4455"	4455	"ENSRNOG00000007409"	0.701126614818974
"4456"	4456	"ENSRNOG00000007410"	0.90953444956107
"4457"	4457	"ENSRNOG00000007411"	NA
"4458"	4458	"ENSRNOG00000007412"	0.298221343690487
"4459"	4459	"ENSRNOG00000007415"	0.0546168093523296
"4460"	4460	"ENSRNOG00000007416"	0.373044057145021
"4461"	4461	"ENSRNOG00000007418"	0.628710259275244
"4462"	4462	"ENSRNOG00000007419"	0.362615203303713
"4463"	4463	"ENSRNOG00000007420"	0.875220563416697
"4464"	4464	"ENSRNOG00000007422"	0.842057399799481
"4465"	4465	"ENSRNOG00000007426"	0.151412936092018
"4466"	4466	"ENSRNOG00000007427"	0.863481680287579
"4467"	4467	"ENSRNOG00000007428"	0.109433732435734
"4468"	4468	"ENSRNOG00000007430"	0.0100355369495558
"4469"	4469	"ENSRNOG00000007431"	0.425136513220969
"4470"	4470	"ENSRNOG00000007432"	0.557189357837275
"4471"	4471	"ENSRNOG00000007433"	0.985469779900932
"4472"	4472	"ENSRNOG00000007434"	0.996899409629884
"4473"	4473	"ENSRNOG00000007436"	0.376947245179268
"4474"	4474	"ENSRNOG00000007437"	0.065358697365793
"4475"	4475	"ENSRNOG00000007439"	0.361791251904911
"4476"	4476	"ENSRNOG00000007440"	0.922305305974372
"4477"	4477	"ENSRNOG00000007441"	0.512938347950286
"4478"	4478	"ENSRNOG00000007442"	0.204711107978069
"4479"	4479	"ENSRNOG00000007443"	0.465058770399083
"4480"	4480	"ENSRNOG00000007445"	0.532353424492465
"4481"	4481	"ENSRNOG00000007446"	0.50380676161921
"4482"	4482	"ENSRNOG00000007447"	0.392410719458533
"4483"	4483	"ENSRNOG00000007451"	0.441099079741173
"4484"	4484	"ENSRNOG00000007454"	0.926837562991689
"4485"	4485	"ENSRNOG00000007455"	0.189551182657653
"4486"	4486	"ENSRNOG00000007456"	0.9588382478497
"4487"	4487	"ENSRNOG00000007457"	0.0829690837097353
"4488"	4488	"ENSRNOG00000007459"	0.880499889224673
"4489"	4489	"ENSRNOG00000007461"	0.14471525594265
"4490"	4490	"ENSRNOG00000007462"	0.312849497427952
"4491"	4491	"ENSRNOG00000007467"	0.31473300423094
"4492"	4492	"ENSRNOG00000007468"	NA
"4493"	4493	"ENSRNOG00000007470"	0.760940069618068
"4494"	4494	"ENSRNOG00000007471"	0.546594603609003
"4495"	4495	"ENSRNOG00000007472"	0.947857425215112
"4496"	4496	"ENSRNOG00000007474"	0.58562284574661
"4497"	4497	"ENSRNOG00000007475"	0.539351251223006
"4498"	4498	"ENSRNOG00000007476"	0.828881665064306
"4499"	4499	"ENSRNOG00000007477"	0.280109212693
"4500"	4500	"ENSRNOG00000007478"	0.832478957351709
"4501"	4501	"ENSRNOG00000007483"	0.186421927326181
"4502"	4502	"ENSRNOG00000007484"	0.548581922066905
